model,mixture_type,sample,source_label,q025,q25,median,q75,q975,true_proportion,p50_hit,p95_hit,w50,w95,e50,e95,ae50,ae95,crps
BMM,Laboratory,mel31,Cropland,0.0,0.1638494491176511,0.36749815930882046,0.5593810624586271,0.881902502116605,0.625,False,True,0.395531613340976,0.881902502116605,-0.06561893754137293,0.0,0.06561893754137293,0.0,0.15449015589233803
BMM,Laboratory,mel31,Decontaminated,0.0,0.06138257101006445,0.2529270457556086,0.43967284632953724,0.7755498607368749,0.0,False,True,0.3782902753194728,0.7755498607368749,0.06138257101006445,0.0,0.06138257101006445,0.0,0.14832494402125737
BMM,Laboratory,mel31,Forest,0.0,0.1707149569920731,0.29667713262537343,0.4155661951061076,0.6881906989741264,0.375,True,True,0.2448512381140345,0.6881906989741264,0.0,0.0,0.0,0.0,0.0571722275810182
BMM,Laboratory,mel31,Subsurface,0.0,0.0,4.087442190270352e-17,0.07216556097843066,0.28519036775831774,0.0,True,True,0.07216556097843066,0.28519036775831774,0.0,0.0,0.0,0.0,0.011539090663142001
BMM,Laboratory,mel33,Cropland,0.0,0.15864025478386115,0.3600656284578472,0.5485438981190315,0.8547213157442679,0.875,False,False,0.38990364333517036,0.8547213157442679,-0.3264561018809685,-0.020278684255732093,0.3264561018809685,0.020278684255732093,0.37140835975750075
BMM,Laboratory,mel33,Decontaminated,0.0,6.965889044974234e-17,0.16461557774835545,0.3431690581010293,0.7082111670598574,0.0,False,True,0.34316905810102927,0.7082111670598574,6.965889044974234e-17,0.0,6.965889044974234e-17,0.0,0.0950472461711697
BMM,Laboratory,mel33,Forest,0.0,0.16804820613791172,0.2937147213969613,0.4261376162820095,0.712641521081416,0.125,False,True,0.2580894101440978,0.712641521081416,0.043048206137911715,0.0,0.043048206137911715,0.0,0.10147936450168284
BMM,Laboratory,mel33,Subsurface,0.0,3.156383574648425e-17,0.09186095271226567,0.20501303528832882,0.4362643948946895,0.0,False,True,0.2050130352883288,0.4362643948946895,3.156383574648425e-17,0.0,3.156383574648425e-17,0.0,0.05430582906058322
BMM,Laboratory,mel34,Cropland,0.0,1.9041300654276672e-17,0.11090955411337172,0.3297248135192728,0.8190032489573803,0.0,False,True,0.3297248135192728,0.8190032489573803,1.9041300654276672e-17,0.0,1.9041300654276672e-17,0.0,0.07360603894984451
BMM,Laboratory,mel34,Decontaminated,0.0,1.3186608922854948e-17,0.07558934339133998,0.2803017130911255,0.6813993587648426,0.125,True,True,0.2803017130911255,0.6813993587648426,0.0,0.0,0.0,0.0,0.05369734646258971
