rho_prime,y_prime,grid_convergence,transformed_potential
7.933333333333334,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.12605042016806722
7.966666666666667,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.12552301255230125
8.0,0.0,output-sphere-conducting-plane\results\grid-convergence.csv,0.0
0.0,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,25.01632418974136
0.03333333333333333,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,23.67764478123177
0.06666666666666667,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,14.115948518412033
0.1,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,9.741242578090205
0.13333333333333333,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,7.387496418556524
0.16666666666666666,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,5.938115624527277
0.2,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,4.960157620229148
0.23333333333333334,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,4.257000192778729
0.26666666666666666,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,3.727518085263039
0.3,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,3.3146230397296716
0.3333333333333333,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,2.9837158617556203
0.36666666666666664,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,2.712629462722614
0.4,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,2.486514915918789
0.43333333333333335,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,2.295055967328206
0.4666666666666667,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,2.1308641753383184
0.5,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,1.9885100876205726
0.5333333333333333,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,1.8639148861897374
0.5666666666666667,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,1.7539552997379606
0.6,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,1.6561994388728911
0.6333333333333333,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,1.5687256210245133
0.6666666666666666,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,1.4899952989093272
0.7,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,1.418762146579182
0.7333333333333333,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,1.3540058489793212
0.7666666666666666,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,1.2948831063688835
0.8,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,1.2406908506422516
0.8333333333333334,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,1.1908382654016703
0.8666666666666667,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,1.14482524662469
0.9,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,1.1022256387197087
0.9333333333333333,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,1.062674055133194
0.9666666666666667,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,1.0258554202848766
1.0,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.9914965992205634
1.0333333333333332,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.9593596445027178
1.0666666666666667,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.929236307223634
1.1,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.9009435444567654
1.1333333333333333,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.8743198183277234
1.1666666666666667,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.8492220286198691
1.2,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.8255229559017875
1.2333333333333334,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.8031091187205048
1.2666666666666666,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.7818789686817562
1.3,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.7617413628440372
1.3333333333333333,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.742614264952636
1.3666666666666667,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.7244236364869786
1.4,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.7071024859200733
1.4333333333333333,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.6905900504619982
1.4666666666666666,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.6748310892326025
1.5,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.659775270548183
1.5333333333333332,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.6453766390155511
1.5666666666666667,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.6315931505599829
1.6,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.6183862654908183
1.6333333333333333,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.6057205913228749
1.6666666666666667,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.5935635683958645
1.7,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.5818851924245552
1.7333333333333334,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.5706577690143296
1.7666666666666666,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.5598556959256787
1.8,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.5494552694952776
1.8333333333333333,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.5394345121433723
1.8666666666666667,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.5297730183354035
1.9,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.5204518167348521
1.9333333333333333,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.5114532465961212
1.9666666666666666,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.5027608467105463
2.0,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.49435925544330184
2.033333333333333,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.48623412059050436
2.0666666666666664,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.47837201794957673
2.1,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.47076037763631323
2.1333333333333333,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.4633874173027369
2.1666666666666665,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.4562420815138082
2.2,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.4493139866308358
2.2333333333333334,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.4425933706271946
2.2666666666666666,0.0125,output-sphere-conducting-plane\results\grid-convergence.csv,0.43607104732941543
