sample,tracer,observed,predicted,residual
mel36,Ti,0.9923932139696646,0.9897560093801004,0.0026372045895641794
mel36,y,-0.9918736709889217,-0.9916405598130732,-0.00023311117584845498
mel36,C_star,0.8292118518038538,0.8353214462069047,-0.006109594403050922
mel38,L,0.9323340938212322,0.9287355149879075,0.003598578833324706
mel38,h,1.001255479425449,0.9930414601376668,0.008214019287782093
mel38,Si,0.9877841793601747,0.9922828237691284,-0.004498644408953645
mel38,Zn,0.9892057241595793,0.9956847606658403,-0.006479036506261027
mel38,Mn,0.9973257756174088,0.993940092147646,0.003385683469762757
mel38,K,0.9780156968487417,0.9791855610359741,-0.0011698641872324167
mel38,Ti,0.9871315101685756,0.9932330399782311,-0.006101529809655504
mel38,y,-0.9856203103080231,-0.9863555735015159,0.0007352631934928189
mel38,C_star,0.863724147798864,0.8669433138301327,-0.0032191660312687054
mel40,L,0.9635881741317718,0.9691179807526752,-0.00552980662090341
mel40,h,1.0026779410592357,0.9991257473683264,0.003552193690909311
mel40,Si,1.0000676950291438,0.9973707547831066,0.0026969402460372827
mel40,Zn,0.9891257914337734,0.9933929833692101,-0.004267191935436676
mel40,Mn,1.0045663447454312,0.9993456369647956,0.005220707780635547
mel40,K,0.9985071170901222,0.9975787471759109,0.0009283699142113022
mel40,Ti,1.0051325851661208,0.9992386002965417,0.00589398486957915
mel40,y,-0.9751096315432508,-0.9784471300919477,0.0033374985486969155
mel40,C_star,0.9160877667077197,0.9145235357557829,0.001564230951936807
mel41,L,0.8779276576169974,0.8893534639477878,-0.011425806330790378
mel41,h,0.9903896768087069,0.987234923064114,0.003154753744592953
mel41,Si,0.9868953680222624,0.9873733110474194,-0.0004779430251570238
mel41,Zn,0.9983939072148805,0.9982196835129471,0.00017422370193342918
mel41,Mn,1.003670451710489,0.9896198357450743,0.014050615965414792
mel41,K,0.9553364932162832,0.9615916537692302,-0.006255160552946948
mel41,Ti,0.9848154081430743,0.9879219125159164,-0.0031065043728421005
mel41,y,-0.9880798196205804,-0.994192396994765,0.00611257737418458
mel41,C_star,0.8295965032934105,0.8200023941294229,0.009594109163987619
mel43,L,0.9162055157607768,0.9162202827076256,-1.476694684876545e-05
mel43,h,0.9944585356072835,0.9892612404994452,0.0051972951078382845
mel43,Si,0.9887093727429229,0.9899248195896692,-0.0012154468467462376
mel43,Zn,0.9871495190757112,0.9919215308177989,-0.004772011742087634
mel43,Mn,0.9788621175559059,0.9780745282949863,0.0007875892609195967
mel43,K,0.9651296899966942,0.968359970370693,-0.0032302803739987507
mel43,Ti,0.9855915182217813,0.9832330676033564,0.002358450618424879
mel43,y,-0.9860195623323301,-0.9869525349472945,0.0009329726149643891
mel43,C_star,0.8601978103755263,0.8602432197314565,-4.540935593011497e-05
mel45,L,0.9501189375566041,0.9532302958414642,-0.0031113582848600885
mel45,h,0.9964882176032638,0.9913444686433881,0.0051437489598756825
mel45,Si,0.9920426885339225,0.9931476569496542,-0.0011049684157317108
mel45,Zn,0.9822805630165025,0.9815736463021134,0.0007069167143890498
mel45,Mn,0.9560585652158041,0.9568668792001775,-0.0008083139843734211
mel45,K,0.9745465535480898,0.9757680378145361,-0.0012214842664463044
mel45,Ti,0.976905502580918,0.9737321875014546,0.00317331507946339
mel45,y,-0.9731013760621521,-0.9762864362683523,0.003185060206200241
mel45,C_star,0.9204527849620299,0.9186835178093186,0.0017692671527113069
mel47,L,0.9783214643703436,0.9897921302110843,-0.011470665840740635
mel47,h,0.993348959362184,0.9945349699440436,-0.0011860105818595201
mel47,Si,0.9960801360805391,0.9967984115819521,-0.0007182755014130127
mel47,Zn,0.9699257651745555,0.9740251187858022,-0.004099353611246692
mel47,Mn,0.9435441286967265,0.9443983509343504,-0.0008542222376238806
mel47,K,0.9857238349616144,0.9861500172649729,-0.00042618230335844665
mel47,Ti,0.982200965085039,0.969211326851085,0.012989638233953937
mel47,y,-0.9614942789959099,-0.9668577384459994,0.005363459450089536
mel47,C_star,0.9791044931588802,0.9716066852874431,0.007497807871437057
mel48,L,0.9251799687541595,0.9259272883473437,-0.0007473195931841925
mel48,h,1.0001790894299474,0.9942123574977804,0.005966731932167013
mel48,Si,0.9972608793466344,0.9936025904886043,0.003658288858030101
mel48,Zn,0.9809867131807295,0.9966856207010629,-0.015698907520333427
mel48,Mn,0.9929146953050574,0.9861997806062477,0.006714914698809693
mel48,K,0.9865710484800818,0.9809437829103853,0.005627265569696505
mel48,Ti,0.9997553844766132,0.9934663927598864,0.0062889917167268106
mel48,y,-0.9881518342256795,-0.9884192614224305,0.00026742719675099114
mel48,C_star,0.8522164479321718,0.8571558618729689,-0.0049394139407971105
mel49,L,0.9300872482911438,0.9292731804102432,0.0008140678809005486
mel49,h,0.9983983299492175,0.9901957775565283,0.008202552392689189
mel49,Si,0.9853980505307974,0.9917317898056555,-0.00633373927485803
mel49,Zn,0.9696620791019257,0.9870533259824025,-0.017391246880476774
mel49,Mn,0.9620922983902803,0.9609249919488727,0.0011673064414076118
mel49,K,0.9714028135228554,0.9707757943614053,0.0006270191614501375
mel49,Ti,0.9804266950277715,0.9771560783559237,0.0032706166718478036
mel49,y,-0.9817777542779672,-0.9833596055710416,0.001581851293074421
mel49,C_star,0.8772229083935742,0.8801738418782963,-0.0029509334847220847
mel50,L,0.9460570895070657,0.9419156500247077,0.004141439482358011
mel50,h,0.9998862664096548,0.9942064690092349,0.005679797400419906
mel50,Si,0.9916182674130153,0.9942084007061168,-0.0025901332931015375
mel50,Zn,0.9815517082010062,0.9912638257680167,-0.009712117567010514
mel50,Mn,0.9800353828631749,0.9780967128252707,0.0019386700379042665
mel50,K,0.9803564678888861,0.9822115650399095,-0.0018550971510233882
mel50,Ti,0.9863116969081659,0.9879884612133858,-0.0016767643052199022
mel50,y,-0.9837071242080979,-0.9829437993863673,-0.0007633248217305821
mel50,C_star,0.8825342162074131,0.8861309281998468,-0.003596711992433721
